Category,City,Country,Customer ID,Customer Name,Discount Category ,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit Status ,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Shipping Days
Technology,San Francisco,United States,CC-12475,Cindy Chapman,No Discount ,16-05-2014,US-2014-163146,94122,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Profit,West,Consumer,20-05-2014,Standard Class,California,Accessories,0,3.384,0.06,3,56.4,4
Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,High Discount ,07-06-2015,CA-2015-157343,19143,OFF-BI-10003707,Aluminum Screw Posts,Loss,East,Home Office,11-06-2015,Standard Class,Pennsylvania,Binders,0.7,-12.208,-0.666666667,4,18.312,4
Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,Low Discount ,07-06-2015,CA-2015-157343,19143,OFF-PA-10000552,Xerox 200,Profit,East,Home Office,11-06-2015,Standard Class,Pennsylvania,Paper,0.2,9.072,0.35,5,25.92,4
Office Supplies,Philadelphia,United States,HD-14785,Harold Dahlen,Low Discount ,07-06-2015,CA-2015-157343,19143,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Profit,East,Home Office,11-06-2015,Standard Class,Pennsylvania,Art,0.2,1.002,0.125,3,8.016,4
Technology,Los Angeles,United States,KB-16315,Karl Braun,Low Discount ,09-03-2017,CA-2017-147354,90008,TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Profit,West,Consumer,13-03-2017,Standard Class,California,Copiers,0.2,59.998,0.125,2,479.984,4
Office Supplies,Los Angeles,United States,KB-16315,Karl Braun,Low Discount ,09-03-2017,CA-2017-147354,90008,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Profit,West,Consumer,13-03-2017,Standard Class,California,Binders,0.2,9.6375,0.3125,5,30.84,4
Office Supplies,Philadelphia,United States,HR-14830,Harold Ryan,Low Discount ,22-12-2015,CA-2015-157287,19140,OFF-ST-10001172,"Tennsco Lockers, Sand",Profit,East,Corporate,23-12-2015,First Class,Pennsylvania,Storage,0.2,1.6784,0.05,2,33.568,1
Furniture,Philadelphia,United States,HR-14830,Harold Ryan,Medium Discount,22-12-2015,CA-2015-157287,19140,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Break Even ,East,Corporate,23-12-2015,First Class,Pennsylvania,Chairs,0.3,0,0,7,422.625,1
Technology,New York City,United States,TB-21625,Trudy Brown,No Discount ,06-08-2014,CA-2014-137575,10035,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Profit,East,Consumer,11-08-2014,Standard Class,New York,Accessories,0,83.9916,0.42,2,199.98,5
Furniture,Columbus,United States,DS-13180,David Smith,No Discount ,27-03-2016,CA-2016-119074,31907,FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Profit,South,Corporate,31-03-2016,Standard Class,Georgia,Furnishings,0,8.7032,0.43,1,20.24,4
Furniture,Columbus,United States,DS-13180,David Smith,No Discount ,27-03-2016,CA-2016-119074,31907,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Profit,South,Corporate,31-03-2016,Standard Class,Georgia,Furnishings,0,11.1776,0.28,4,39.92,4
Office Supplies,Columbus,United States,DS-13180,David Smith,No Discount ,27-03-2016,CA-2016-119074,31907,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Profit,South,Corporate,31-03-2016,Standard Class,Georgia,Binders,0,15.9446,0.49,2,32.54,4
Technology,Los Angeles,United States,GB-14530,George Bell,No Discount ,05-12-2015,CA-2015-149566,90049,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Profit,West,Corporate,10-12-2015,Standard Class,California,Accessories,0,17.55,0.45,3,39,5
Office Supplies,Los Angeles,United States,GB-14530,George Bell,No Discount ,05-12-2015,CA-2015-149566,90049,OFF-LA-10000452,Avery 488,Profit,West,Corporate,10-12-2015,Standard Class,California,Labels,0,6.048,0.48,4,12.6,5
Furniture,Aurora,United States,GB-14530,George Bell,Low Discount ,11-09-2015,CA-2015-126186,80013,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Profit,West,Corporate,12-09-2015,First Class,Colorado,Furnishings,0.2,4.004,0.1625,4,24.64,1
Office Supplies,Houston,United States,VB-21745,Victoria Brennan,Low Discount ,17-07-2015,CA-2015-121132,77041,OFF-LA-10002368,Avery 479,Profit,Central,Corporate,24-07-2015,Standard Class,Texas,Labels,0.2,2.0358,0.325,3,6.264,7
Office Supplies,Houston,United States,VB-21745,Victoria Brennan,Low Discount ,17-07-2015,CA-2015-121132,77041,OFF-FA-10004248,Advantus T-Pin Paper Clips,Profit,Central,Corporate,24-07-2015,Standard Class,Texas,Fasteners,0.2,3.4276,0.2375,4,14.432,7
Technology,Chicago,United States,MC-17425,Mark Cousins,Low Discount ,30-05-2014,CA-2014-140473,60623,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Profit,Central,Corporate,03-06-2014,Standard Class,Illinois,Copiers,0.2,134.9955,0.1875,3,719.976,4
Technology,Decatur,United States,CB-12025,Cassandra Brandow,No Discount ,13-11-2017,US-2017-102904,35601,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Profit,South,Consumer,20-11-2017,Standard Class,Alabama,Accessories,0,23.992,0.1,8,239.92,7
Furniture,Springfield,United States,PM-18940,Paul MacIntyre,No Discount ,09-12-2016,CA-2016-102092,22153,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Profit,South,Consumer,11-12-2016,First Class,Virginia,Tables,0,158.529,0.15,7,1056.86,2
Technology,Plantation,United States,DC-13285,Debra Catini,Low Discount ,22-03-2015,CA-2015-117884,33317,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Profit,South,Consumer,22-03-2015,Same Day,Florida,Accessories,0.2,89.5888,0.2,7,447.944,0
Office Supplies,Plantation,United States,DC-13285,Debra Catini,Low Discount ,22-03-2015,CA-2015-117884,33317,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",Loss,South,Consumer,22-03-2015,Same Day,Florida,Storage,0.2,-33.8418,-0.225,9,150.408,0
Technology,Houston,United States,LA-16780,Laura Armstrong,Low Discount ,23-12-2016,CA-2016-132829,77041,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,Profit,Central,Corporate,26-12-2016,Second Class,Texas,Phones,0.2,39.6879,0.0875,3,453.576,3
Office Supplies,Houston,United States,LA-16780,Laura Armstrong,Low Discount ,23-12-2016,CA-2016-132829,77041,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Profit,Central,Corporate,26-12-2016,Second Class,Texas,Labels,0.2,14.742,0.325,9,45.36,3
Technology,Houston,United States,LA-16780,Laura Armstrong,Low Discount ,23-12-2016,CA-2016-132829,77041,TEC-PH-10004345,Cisco SPA 502G IP Phone,Profit,Central,Corporate,26-12-2016,Second Class,Texas,Phones,0.2,35.985,0.125,3,287.88,3
Technology,Houston,United States,LA-16780,Laura Armstrong,Low Discount ,23-12-2016,CA-2016-132829,77041,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,Profit,Central,Corporate,26-12-2016,Second Class,Texas,Phones,0.2,14.8365,0.1125,3,131.88,3
Furniture,Houston,United States,LA-16780,Laura Armstrong,High Discount ,23-12-2016,CA-2016-132829,77041,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Loss,Central,Corporate,26-12-2016,Second Class,Texas,Furnishings,0.6,-0.7566,-0.325,2,2.328,3
Furniture,Milwaukee,United States,DJ-13420,Denny Joy,No Discount ,02-04-2016,CA-2016-123540,53209,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Profit,Central,Corporate,06-04-2016,Second Class,Wisconsin,Chairs,0,378.274,0.26,5,1454.9,4
Office Supplies,Sanford,United States,MH-18115,Mick Hernandez,High Discount ,30-04-2017,US-2017-108315,32771,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Loss,South,Home Office,04-05-2017,Standard Class,Florida,Binders,0.7,-3.5508,-0.733333333,3,4.842,4
Furniture,Sanford,United States,MH-18115,Mick Hernandez,Low Discount ,30-04-2017,US-2017-108315,32771,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Loss,South,Home Office,04-05-2017,Standard Class,Florida,Furnishings,0.2,-8.2764,-0.0375,6,220.704,4
Technology,The Colony,United States,BG-11035,Barry Gonzalez,Low Discount ,17-11-2016,CA-2016-134110,75056,TEC-PH-10002350,Apple EarPods with Remote and Mic,Profit,Central,Consumer,18-11-2016,First Class,Texas,Phones,0.2,6.7176,0.1,3,67.176,1
Office Supplies,The Colony,United States,BG-11035,Barry Gonzalez,Low Discount ,17-11-2016,CA-2016-134110,75056,OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Profit,Central,Consumer,18-11-2016,First Class,Texas,Paper,0.2,5.5216,0.3625,4,15.232,1
Office Supplies,Troy,United States,SV-20365,Seth Vernon,Low Discount ,10-11-2016,US-2016-136581,45373,OFF-PA-10002787,Xerox 227,Profit,East,Consumer,12-11-2016,First Class,Ohio,Paper,0.2,10.8864,0.35,6,31.104,2
Office Supplies,Hempstead,United States,DP-13105,Dave Poirier,Low Discount ,06-12-2016,CA-2016-162390,11550,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Profit,East,Corporate,12-12-2016,Standard Class,New York,Binders,0.2,314.8418,0.325,7,968.744,6
Office Supplies,Hempstead,United States,DP-13105,Dave Poirier,Low Discount ,06-12-2016,CA-2016-162390,11550,OFF-BI-10001721,Trimflex Flexible Post Binders,Profit,East,Corporate,12-12-2016,Standard Class,New York,Binders,0.2,77.8232,0.35,13,222.352,6
Technology,Hempstead,United States,DP-13105,Dave Poirier,Low Discount ,06-12-2016,CA-2016-162390,11550,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Profit,East,Corporate,12-12-2016,Standard Class,New York,Copiers,0.2,89.997,0.1875,2,479.984,6
Office Supplies,Dallas,United States,SR-20740,Steven Roelle,Low Discount ,03-04-2016,CA-2016-162222,75081,OFF-PA-10003893,Xerox 1962,Profit,Central,Home Office,03-04-2016,Same Day,Texas,Paper,0.2,3.21,0.3125,3,10.272,0
Technology,Houston,United States,BT-11680,Brian Thompson,Medium Discount,28-11-2014,CA-2014-121629,77041,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Loss,Central,Consumer,02-12-2014,Standard Class,Texas,Machines,0.4,-199.77,-0.2,5,998.85,4
Office Supplies,New York City,United States,MS-17770,Maxwell Schwartz,No Discount ,20-10-2015,CA-2015-164623,10035,OFF-PA-10000249,Easy-staple paper,Profit,East,Consumer,22-10-2015,First Class,New York,Paper,0,11.5432,0.47,2,24.56,2
Office Supplies,San Francisco,United States,JK-15640,Jim Kriz,No Discount ,19-09-2014,CA-2014-159849,94110,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Profit,West,Home Office,19-09-2014,Same Day,California,Fasteners,0,0.1134,0.02,3,5.67,0
Office Supplies,Port Saint Lucie,United States,ST-20530,Shui Tom,Low Discount ,27-08-2017,CA-2017-101273,34952,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Profit,South,Consumer,30-08-2017,Second Class,Florida,Appliances,0.2,0.896,0.0625,4,14.336,3
Furniture,Concord,United States,TS-21505,Tony Sayre,No Discount ,03-07-2017,CA-2017-106747,3301,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Profit,East,Consumer,04-07-2017,First Class,New Hampshire,Furnishings,0,26.598,0.26,1,102.3,1
Furniture,Rochester,United States,CM-12190,Charlotte Melton,No Discount ,22-12-2017,CA-2017-146164,55901,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Profit,Central,Consumer,26-12-2017,Standard Class,Minnesota,Tables,0,97.2032,0.16,2,607.52,4
Office Supplies,Rochester,United States,CM-12190,Charlotte Melton,No Discount ,22-12-2017,CA-2017-146164,55901,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,Profit,Central,Consumer,26-12-2017,Standard Class,Minnesota,Storage,0,7.79,0.25,2,31.16,4
Office Supplies,Louisville,United States,JW-15955,Joni Wasserman,No Discount ,27-12-2016,CA-2016-111605,40214,OFF-LA-10002368,Avery 479,Profit,South,Consumer,02-01-2017,Standard Class,Kentucky,Labels,0,1.2006,0.46,1,2.61,6
Furniture,San Marcos,United States,MC-17590,Matt Collister,High Discount ,20-05-2014,CA-2014-130673,78666,FUR-FU-10003489,Contemporary Borderless Frame,Loss,Central,Corporate,22-05-2014,Second Class,Texas,Furnishings,0.6,-5.9409,-0.575,3,10.332,2
Office Supplies,San Marcos,United States,MC-17590,Matt Collister,Low Discount ,20-05-2014,CA-2014-130673,78666,OFF-PA-10000289,Xerox 213,Profit,Central,Corporate,22-05-2014,Second Class,Texas,Paper,0.2,3.6288,0.35,2,10.368,2
Technology,San Marcos,United States,MC-17590,Matt Collister,Low Discount ,20-05-2014,CA-2014-130673,78666,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Loss,Central,Corporate,22-05-2014,Second Class,Texas,Accessories,0.2,-3.6372,-0.175,2,20.784,2
Office Supplies,San Marcos,United States,MC-17590,Matt Collister,Low Discount ,20-05-2014,CA-2014-130673,78666,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,Loss,Central,Corporate,22-05-2014,Second Class,Texas,Storage,0.2,-13.392,-0.2,5,66.96,2
Office Supplies,Escondido,United States,MH-17440,Mark Haberlin,Low Discount ,04-02-2014,CA-2014-104808,92025,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Profit,West,Corporate,08-02-2014,Second Class,California,Binders,0.2,6.0368,0.35,2,17.248,4
Office Supplies,Philadelphia,United States,RD-19720,Roger Demir,High Discount ,09-12-2017,US-2017-132927,19134,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Loss,East,Consumer,15-12-2017,Standard Class,Pennsylvania,Binders,0.7,-8.1312,-0.733333333,7,11.088,6
Technology,Los Angeles,United States,KB-16240,Karen Bern,No Discount ,11-07-2017,CA-2017-162015,90049,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Profit,West,Corporate,18-07-2017,Standard Class,California,Accessories,0,244.6155,0.19,5,1287.45,7
Office Supplies,Los Angeles,United States,KB-16240,Karen Bern,No Discount ,11-07-2017,CA-2017-162015,90049,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Profit,West,Corporate,18-07-2017,Standard Class,California,Appliances,0,43.706,0.26,5,168.1,7
Office Supplies,Philadelphia,United States,FC-14335,Fred Chung,Low Discount ,15-05-2015,CA-2015-138492,19140,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Loss,East,Corporate,22-05-2015,Standard Class,Pennsylvania,Storage,0.2,-10.3936,-0.2,2,51.968,7
Office Supplies,Philadelphia,United States,BD-11770,Bryan Davis,Low Discount ,29-01-2017,CA-2017-145338,19120,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Profit,East,Consumer,01-02-2017,First Class,Pennsylvania,Art,0.2,0.4768,0.1,2,4.768,3
Office Supplies,Hempstead,United States,FH-14365,Fred Hopkins,No Discount ,29-09-2017,CA-2017-126676,11550,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Profit,East,Corporate,01-10-2017,First Class,New York,Envelopes,0,3.9102,0.49,3,7.98,2
Office Supplies,Greeley,United States,SO-20335,Sean O'Donnell,Low Discount ,23-04-2017,CA-2017-101700,80634,OFF-EN-10003134,Staple envelope,Profit,West,Consumer,26-04-2017,First Class,Colorado,Envelopes,0.2,7.008,0.375,2,18.688,3
Furniture,Greeley,United States,SO-20335,Sean O'Donnell,Low Discount ,23-04-2017,CA-2017-101700,80634,FUR-FU-10001025,"Eldon Imàge Series Desk Accessories, Clear",Profit,West,Consumer,26-04-2017,First Class,Colorado,Furnishings,0.2,3.3534,0.2875,3,11.664,3
Technology,Jacksonville,United States,PM-19135,Peter McVee,Low Discount ,09-11-2017,CA-2017-159667,32216,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Profit,South,Home Office,13-11-2017,Standard Class,Florida,Accessories,0.2,38.3952,0.2,3,191.976,4
Technology,Jacksonville,United States,PM-19135,Peter McVee,Low Discount ,09-11-2017,CA-2017-159667,32216,TEC-PH-10004094,Motorola L703CM,Profit,South,Home Office,13-11-2017,Standard Class,Florida,Phones,0.2,31.198,0.0625,4,499.168,4
Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,No Discount ,05-05-2014,CA-2014-111934,22204,OFF-BI-10004364,Storex Dura Pro Binders,Profit,South,Corporate,07-05-2014,First Class,Virginia,Binders,0,5.346,0.45,2,11.88,2
Office Supplies,Arlington,United States,GD-14590,Giulietta Dortch,No Discount ,05-05-2014,CA-2014-111934,22204,OFF-PA-10000474,Easy-staple paper,Profit,South,Corporate,07-05-2014,First Class,Virginia,Paper,0,16.6568,0.47,1,35.44,2
Office Supplies,San Francisco,United States,PA-19060,Pete Armstrong,Low Discount ,27-10-2016,US-2016-117387,94122,OFF-BI-10004308,Avery Legal 4-Ring Binder,Profit,West,Home Office,31-10-2016,Standard Class,California,Binders,0.2,25.176,0.375,4,67.136,4
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,Low Discount ,26-11-2014,CA-2014-141110,93727,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Profit,West,Corporate,01-12-2014,Standard Class,California,Binders,0.2,1.512,0.35,3,4.32,5
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,No Discount ,26-11-2014,CA-2014-141110,93727,OFF-PA-10002586,Xerox 1970,Profit,West,Corporate,01-12-2014,Standard Class,California,Paper,0,7.0218,0.47,3,14.94,5
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,No Discount ,26-11-2014,CA-2014-141110,93727,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Profit,West,Corporate,01-12-2014,Standard Class,California,Appliances,0,11.3512,0.28,2,40.54,5
Office Supplies,Fresno,United States,LS-17200,Luke Schmidt,Low Discount ,26-11-2014,CA-2014-141110,93727,OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Profit,West,Corporate,01-12-2014,Standard Class,California,Binders,0.2,2.5592,0.35,1,7.312,5
Technology,Reno,United States,JL-15175,James Lanier,Low Discount ,31-12-2014,US-2014-133949,89502,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Profit,West,Home Office,31-12-2014,Same Day,Nevada,Phones,0.2,59.493,0.125,7,475.944,0
Technology,San Antonio,United States,CA-12310,Christine Abelman,Low Discount ,03-01-2016,US-2016-116365,78207,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Loss,Central,Corporate,08-01-2016,Standard Class,Texas,Accessories,0.2,-5.264,-0.175,2,30.08,5
Technology,San Antonio,United States,CA-12310,Christine Abelman,Low Discount ,03-01-2016,US-2016-116365,78207,TEC-AC-10002942,WD My Passport Ultra 1TB Portable External Hard Drive,Loss,Central,Corporate,08-01-2016,Standard Class,Texas,Accessories,0.2,-6.21,-0.0375,3,165.6,5
Technology,San Antonio,United States,CA-12310,Christine Abelman,Low Discount ,03-01-2016,US-2016-116365,78207,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Profit,Central,Corporate,08-01-2016,Standard Class,Texas,Phones,0.2,13.572,0.075,5,180.96,5
Technology,New Bedford,United States,CM-12160,Charles McCrossin,No Discount ,18-08-2017,CA-2017-162936,2740,TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Profit,East,Consumer,22-08-2017,Standard Class,Massachusetts,Accessories,0,7.6494,0.33,2,23.18,4
Furniture,New York City,United States,BT-11440,Bobby Trafton,No Discount ,04-06-2014,CA-2014-151946,10035,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Profit,East,Consumer,09-06-2014,Standard Class,New York,Furnishings,0,21.0752,0.37,2,56.96,5
Office Supplies,New York City,United States,BT-11440,Bobby Trafton,No Discount ,04-06-2014,CA-2014-151946,10035,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Profit,East,Consumer,09-06-2014,Standard Class,New York,Appliances,0,4.0456,0.26,4,15.56,5
Furniture,New York City,United States,BT-11440,Bobby Trafton,Low Discount ,04-06-2014,CA-2014-151946,10035,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Loss,East,Consumer,09-06-2014,Standard Class,New York,Bookcases,0.2,-44.196,-0.125,2,353.568,5
Furniture,New York City,United States,BT-11440,Bobby Trafton,No Discount ,04-06-2014,CA-2014-151946,10035,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Profit,East,Consumer,09-06-2014,Standard Class,New York,Furnishings,0,6.7008,0.48,2,13.96,5
Technology,Oxnard,United States,SE-20110,Sanjit Engle,No Discount ,13-11-2017,CA-2017-123624,93030,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Profit,West,Consumer,17-11-2017,Second Class,California,Accessories,0,29.0325,0.35,5,82.95,4
Office Supplies,Los Angeles,United States,HG-14965,Henry Goldwyn,No Discount ,28-01-2016,CA-2016-146437,90036,OFF-AR-10000588,Newell 345,Profit,West,Corporate,01-02-2016,Second Class,California,Art,0,10.3168,0.26,2,39.68,4
